0,008266
0,006802
0,007281
0,008138
0,006373
0,00482
0,005325
0,001483
0,003535
0,000352
-0,00078
-0,00452
-0,006808
-0,01074
-0,014594
-0,018347
-0,019926
-0,026133
-0,032475
-0,041105
-0,049568
-0,056121
-0,061772
-0,063958
-0,066662
-0,070754
-0,070996
-0,076769
-0,081973
-0,08756
-0,087771
-0,080547
-0,07255
-0,060474
-0,043917
-0,023065
-0,006246
0,01058
0,024503
0,044058
0,055545
0,071527
0,086025
0,099245
0,107767
0,121914
0,129534
0,130998
0,133382
0,133197
0,131247
0,127552
0,122809
0,120533
0,117106
0,110285
0,103791
0,094182
0,082778
0,067525
0,054018
0,037422
0,020162
0,003305
-0,011225
-0,021939
-0,032788
-0,042223
-0,04735
-0,050802
-0,050195
-0,046398
-0,039059
-0,031113
-0,025398
-0,022035
-0,01765
-0,018353
-0,019127
-0,028134
-0,033344
-0,044601
-0,05263
-0,060647
-0,068759
-0,077888
-0,079921
-0,082829
-0,08086
-0,079403
-0,075682
-0,071898
-0,068606
-0,06447
-0,060295
-0,058531
-0,054938
-0,051544
-0,046442
-0,041021
-0,035997
-0,025398
-0,020405
-0,009666
0,000997
0,007825
0,020878
0,033139
0,038247
0,047702
0,058608
0,064655
0,072364
0,071943
0,072863
0,071169
0,070447
0,062034
0,055264
0,045368
0,03553
0,026708
0,018008
0,01416
0,014415
0,011539
0,013201
0,015803
0,020878
0,023595
0,028447
0,034348
0,037716
0,04122
0,042
0,03638
0,03686
0,033299
0,025379
0,01758
0,009167
-0,000991
-0,011449
-0,020476
-0,028581
-0,03468
-0,038349
-0,04021
-0,042811
-0,041578
-0,038292
-0,035875
-0,033517
-0,032104
-0,03289
-0,029112
-0,029432
-0,032647
-0,034635
-0,039366
-0,042127
-0,048616
-0,051672
-0,057751
-0,058282
-0,064987
-0,064917
-0,065173
-0,064553
-0,062213
-0,060724
-0,052624
-0,051205
-0,044224
-0,042536
-0,035402
-0,03172
-0,028249
-0,023704
-0,020175
-0,019568
-0,018909
-0,017592
-0,018072
-0,012127
-0,009941
-0,008636
-0,001726
-0,000639
